rte_consumption_scenario,rte_production_scenario,lcia_method,impact,impact_unit,year,value
reference,m0,"AESA (PBs-LCIA), 0.9.1, ozone depletion, stratospheric O3 concentration",SOD,DU,2022,0.00049629293097240004
reference,m0,"AESA (PBs-LCIA), 0.9.1, ozone depletion, stratospheric O3 concentration",SOD,DU,2023,0.00049636506807089996
reference,m0,"AESA (PBs-LCIA), 0.9.1, ozone depletion, stratospheric O3 concentration",SOD,DU,2024,0.00049640125763759999
reference,m0,"AESA (PBs-LCIA), 0.9.1, ozone depletion, stratospheric O3 concentration",SOD,DU,2025,0.00049640149967269996
reference,m1,"AESA (PBs-LCIA), 0.9.1, ozone depletion, stratospheric O3 concentration",SOD,DU,2019,0.0004958608344867
reference,m1,"AESA (PBs-LCIA), 0.9.1, ozone depletion, stratospheric O3 concentration",SOD,DU,2020,0.00049575976134670001
reference,m1,"AESA (PBs-LCIA), 0.9.1, ozone depletion, stratospheric O3 concentration",SOD,DU,2021,0.000495619026403
reference,m1,"AESA (PBs-LCIA), 0.9.1, ozone depletion, stratospheric O3 concentration",SOD,DU,2022,0.00049543862965570004
reference,m1,"AESA (PBs-LCIA), 0.9.1, ozone depletion, stratospheric O3 concentration",SOD,DU,2023,0.00049521857110459999
reference,m1,"AESA (PBs-LCIA), 0.9.1, ozone depletion, stratospheric O3 concentration",SOD,DU,2024,0.00049495885074980002
reference,m1,"AESA (PBs-LCIA), 0.9.1, ozone depletion, stratospheric O3 concentration",SOD,DU,2025,0.0004946594685914
reference,m23,"AESA (PBs-LCIA), 0.9.1, ozone depletion, stratospheric O3 concentration",SOD,DU,2019,0.0004958608344867
reference,m23,"AESA (PBs-LCIA), 0.9.1, ozone depletion, stratospheric O3 concentration",SOD,DU,2020,0.00049575976134670001
reference,m23,"AESA (PBs-LCIA), 0.9.1, ozone depletion, stratospheric O3 concentration",SOD,DU,2021,0.000495619026403
reference,m23,"AESA (PBs-LCIA), 0.9.1, ozone depletion, stratospheric O3 concentration",SOD,DU,2022,0.00049543862965570004
reference,m23,"AESA (PBs-LCIA), 0.9.1, ozone depletion, stratospheric O3 concentration",SOD,DU,2023,0.00049521857110459999
reference,m23,"AESA (PBs-LCIA), 0.9.1, ozone depletion, stratospheric O3 concentration",SOD,DU,2024,0.00049495885074980002
reference,m23,"AESA (PBs-LCIA), 0.9.1, ozone depletion, stratospheric O3 concentration",SOD,DU,2025,0.0004946594685914
reference,n1,"AESA (PBs-LCIA), 0.9.1, ozone depletion, stratospheric O3 concentration",SOD,DU,2019,0.0004958608344867
reference,n1,"AESA (PBs-LCIA), 0.9.1, ozone depletion, stratospheric O3 concentration",SOD,DU,2020,0.00049575976134670001
reference,n1,"AESA (PBs-LCIA), 0.9.1, ozone depletion, stratospheric O3 concentration",SOD,DU,2021,0.000495619026403
reference,n1,"AESA (PBs-LCIA), 0.9.1, ozone depletion, stratospheric O3 concentration",SOD,DU,2022,0.00049543862965570004
reference,n1,"AESA (PBs-LCIA), 0.9.1, ozone depletion, stratospheric O3 concentration",SOD,DU,2023,0.00049521857110459999
reference,n1,"AESA (PBs-LCIA), 0.9.1, ozone depletion, stratospheric O3 concentration",SOD,DU,2024,0.00049495885074980002
reference,n1,"AESA (PBs-LCIA), 0.9.1, ozone depletion, stratospheric O3 concentration",SOD,DU,2025,0.0004946594685914
reference,n2,"AESA (PBs-LCIA), 0.9.1, ozone depletion, stratospheric O3 concentration",SOD,DU,2019,0.0004958608344867
reference,n2,"AESA (PBs-LCIA), 0.9.1, ozone depletion, stratospheric O3 concentration",SOD,DU,2020,0.00049575976134670001
reference,n2,"AESA (PBs-LCIA), 0.9.1, ozone depletion, stratospheric O3 concentration",SOD,DU,2021,0.000495619026403
reference,n2,"AESA (PBs-LCIA), 0.9.1, ozone depletion, stratospheric O3 concentration",SOD,DU,2022,0.00049543862965570004
reference,n2,"AESA (PBs-LCIA), 0.9.1, ozone depletion, stratospheric O3 concentration",SOD,DU,2023,0.00049521857110459999
reference,n2,"AESA (PBs-LCIA), 0.9.1, ozone depletion, stratospheric O3 concentration",SOD,DU,2024,0.00049495885074980002
reference,n2,"AESA (PBs-LCIA), 0.9.1, ozone depletion, stratospheric O3 concentration",SOD,DU,2025,0.0004946594685914
reference,n03,"AESA (PBs-LCIA), 0.9.1, ozone depletion, stratospheric O3 concentration",SOD,DU,2019,0.0004958608344867
reference,n03,"AESA (PBs-LCIA), 0.9.1, ozone depletion, stratospheric O3 concentration",SOD,DU,2020,0.00049528947940630003
reference,n03,"AESA (PBs-LCIA), 0.9.1, ozone depletion, stratospheric O3 concentration",SOD,DU,2021,0.00049467237130200003
reference,n03,"AESA (PBs-LCIA), 0.9.1, ozone depletion, stratospheric O3 concentration",SOD,DU,2022,0.00049400951017380002
reference,n03,"AESA (PBs-LCIA), 0.9.1, ozone depletion, stratospheric O3 concentration",SOD,DU,2023,0.00049330089602160003
reference,n03,"AESA (PBs-LCIA), 0.9.1, ozone depletion, stratospheric O3 concentration",SOD,DU,2024,0.00049254652884550001
reference,n03,"AESA (PBs-LCIA), 0.9.1, ozone depletion, stratospheric O3 concentration",SOD,DU,2025,0.00049174640864549997
