rte_consumption_scenario,rte_production_scenario,ssp_scenario,iam_model,iam_scenario,gmst,lcia_method,impact,impact_unit,year,value
reference,m0,SSP2,remind-eu,SSP2-NPi,3.0-3.2,"IPCC 2021, climate change, global warming potential (GWP100)",GWP_100,kg CO2-eq,2050,10921273776
reference,m0,SSP2,remind-eu,SSP2-NPi,3.0-3.2,"IPCC 2021, climate change, global warming potential (GWP100)",GWP_100,kg CO2-eq,2051,10950332665
reference,m0,SSP2,remind-eu,SSP2-NPi,3.0-3.2,"IPCC 2021, climate change, global warming potential (GWP100)",GWP_100,kg CO2-eq,2052,10979418594
reference,m0,SSP2,remind-eu,SSP2-NPi,3.0-3.2,"IPCC 2021, climate change, global warming potential (GWP100)",GWP_100,kg CO2-eq,2053,11008531564
reference,m0,SSP2,remind-eu,SSP2-NPi,3.0-3.2,"IPCC 2021, climate change, global warming potential (GWP100)",GWP_100,kg CO2-eq,2054,11037671574
reference,m0,SSP2,remind-eu,SSP2-NPi,3.0-3.2,"IPCC 2021, climate change, global warming potential (GWP100)",GWP_100,kg CO2-eq,2055,11066838624
reference,m0,SSP2,remind-eu,SSP2-NPi,3.0-3.2,"IPCC 2021, climate change, global warming potential (GWP100)",GWP_100,kg CO2-eq,2056,11096032715
reference,m0,SSP2,remind-eu,SSP2-NPi,3.0-3.2,"IPCC 2021, climate change, global warming potential (GWP100)",GWP_100,kg CO2-eq,2057,11125253846
reference,m0,SSP2,remind-eu,SSP2-NPi,3.0-3.2,"IPCC 2021, climate change, global warming potential (GWP100)",GWP_100,kg CO2-eq,2058,11154502017
reference,m0,SSP2,remind-eu,SSP2-NPi,3.0-3.2,"IPCC 2021, climate change, global warming potential (GWP100)",GWP_100,kg CO2-eq,2059,11183777229
reference,m0,SSP2,remind-eu,SSP2-NPi,3.0-3.2,"IPCC 2021, climate change, global warming potential (GWP100)",GWP_100,kg CO2-eq,2060,11213079481
reference,n03,SSP2,remind-eu,SSP2-NPi,3.0-3.2,"IPCC 2021, climate change, global warming potential (GWP100)",GWP_100,kg CO2-eq,2026,23098863280
reference,n03,SSP2,remind-eu,SSP2-NPi,3.0-3.2,"IPCC 2021, climate change, global warming potential (GWP100)",GWP_100,kg CO2-eq,2027,21150026789
reference,n03,SSP2,remind-eu,SSP2-NPi,3.0-3.2,"IPCC 2021, climate change, global warming potential (GWP100)",GWP_100,kg CO2-eq,2028,19176296014
reference,n03,SSP2,remind-eu,SSP2-NPi,3.0-3.2,"IPCC 2021, climate change, global warming potential (GWP100)",GWP_100,kg CO2-eq,2029,17177670954
reference,n03,SSP2,remind-eu,SSP2-NPi,3.0-3.2,"IPCC 2021, climate change, global warming potential (GWP100)",GWP_100,kg CO2-eq,2030,15154151610
reference,n03,SSP2,remind-eu,SSP2-NPi,3.0-3.2,"IPCC 2021, climate change, global warming potential (GWP100)",GWP_100,kg CO2-eq,2031,14371264910
reference,n03,SSP2,remind-eu,SSP2-NPi,3.0-3.2,"IPCC 2021, climate change, global warming potential (GWP100)",GWP_100,kg CO2-eq,2032,13565578382
reference,n03,SSP2,remind-eu,SSP2-NPi,3.0-3.2,"IPCC 2021, climate change, global warming potential (GWP100)",GWP_100,kg CO2-eq,2033,12737092026
reference,n03,SSP2,remind-eu,SSP2-NPi,3.0-3.2,"IPCC 2021, climate change, global warming potential (GWP100)",GWP_100,kg CO2-eq,2034,11885805841
reference,n03,SSP2,remind-eu,SSP2-NPi,3.0-3.2,"IPCC 2021, climate change, global warming potential (GWP100)",GWP_100,kg CO2-eq,2035,11011719829
reference,n03,SSP2,remind-eu,SSP2-NPi,3.0-3.2,"IPCC 2021, climate change, global warming potential (GWP100)",GWP_100,kg CO2-eq,2036,10114833988
reference,n03,SSP2,remind-eu,SSP2-NPi,3.0-3.2,"IPCC 2021, climate change, global warming potential (GWP100)",GWP_100,kg CO2-eq,2037,9195148319
reference,n03,SSP2,remind-eu,SSP2-NPi,3.0-3.2,"IPCC 2021, climate change, global warming potential (GWP100)",GWP_100,kg CO2-eq,2038,8252662822
reference,n03,SSP2,remind-eu,SSP2-NPi,3.0-3.2,"IPCC 2021, climate change, global warming potential (GWP100)",GWP_100,kg CO2-eq,2039,7287377497
reference,n03,SSP2,remind-eu,SSP2-NPi,3.0-3.2,"IPCC 2021, climate change, global warming potential (GWP100)",GWP_100,kg CO2-eq,2040,6299292343
reference,n03,SSP2,remind-eu,SSP2-NPi,3.0-3.2,"IPCC 2021, climate change, global warming potential (GWP100)",GWP_100,kg CO2-eq,2041,6383933077
reference,n03,SSP2,remind-eu,SSP2-NPi,3.0-3.2,"IPCC 2021, climate change, global warming potential (GWP100)",GWP_100,kg CO2-eq,2042,6468519060
reference,n03,SSP2,remind-eu,SSP2-NPi,3.0-3.2,"IPCC 2021, climate change, global warming potential (GWP100)",GWP_100,kg CO2-eq,2043,6553050290
reference,n03,SSP2,remind-eu,SSP2-NPi,3.0-3.2,"IPCC 2021, climate change, global warming potential (GWP100)",GWP_100,kg CO2-eq,2044,6637526769
reference,n03,SSP2,remind-eu,SSP2-NPi,3.0-3.2,"IPCC 2021, climate change, global warming potential (GWP100)",GWP_100,kg CO2-eq,2045,6721948495
reference,n03,SSP2,remind-eu,SSP2-NPi,3.0-3.2,"IPCC 2021, climate change, global warming potential (GWP100)",GWP_100,kg CO2-eq,2046,6806315470
reference,n03,SSP2,remind-eu,SSP2-NPi,3.0-3.2,"IPCC 2021, climate change, global warming potential (GWP100)",GWP_100,kg CO2-eq,2047,6890627693
reference,n03,SSP2,remind-eu,SSP2-NPi,3.0-3.2,"IPCC 2021, climate change, global warming potential (GWP100)",GWP_100,kg CO2-eq,2048,6974885165
reference,n03,SSP2,remind-eu,SSP2-NPi,3.0-3.2,"IPCC 2021, climate change, global warming potential (GWP100)",GWP_100,kg CO2-eq,2049,7059087884
reference,n03,SSP2,remind-eu,SSP2-NPi,3.0-3.2,"IPCC 2021, climate change, global warming potential (GWP100)",GWP_100,kg CO2-eq,2050,7143235852
reference,n03,SSP2,remind-eu,SSP2-NPi,3.0-3.2,"IPCC 2021, climate change, global warming potential (GWP100)",GWP_100,kg CO2-eq,2051,7140972101
reference,n03,SSP2,remind-eu,SSP2-NPi,3.0-3.2,"IPCC 2021, climate change, global warming potential (GWP100)",GWP_100,kg CO2-eq,2052,7138708350
reference,n03,SSP2,remind-eu,SSP2-NPi,3.0-3.2,"IPCC 2021, climate change, global warming potential (GWP100)",GWP_100,kg CO2-eq,2053,7136444599
reference,n03,SSP2,remind-eu,SSP2-NPi,3.0-3.2,"IPCC 2021, climate change, global warming potential (GWP100)",GWP_100,kg CO2-eq,2054,7134180849
reference,n03,SSP2,remind-eu,SSP2-NPi,3.0-3.2,"IPCC 2021, climate change, global warming potential (GWP100)",GWP_100,kg CO2-eq,2055,7131917098
reference,n03,SSP2,remind-eu,SSP2-NPi,3.0-3.2,"IPCC 2021, climate change, global warming potential (GWP100)",GWP_100,kg CO2-eq,2056,7129653347
reference,n03,SSP2,remind-eu,SSP2-NPi,3.0-3.2,"IPCC 2021, climate change, global warming potential (GWP100)",GWP_100,kg CO2-eq,2057,7127389597
reference,n03,SSP2,remind-eu,SSP2-NPi,3.0-3.2,"IPCC 2021, climate change, global warming potential (GWP100)",GWP_100,kg CO2-eq,2058,7125125846
reference,n03,SSP2,remind-eu,SSP2-NPi,3.0-3.2,"IPCC 2021, climate change, global warming potential (GWP100)",GWP_100,kg CO2-eq,2059,7122862095
reference,n03,SSP2,remind-eu,SSP2-NPi,3.0-3.2,"IPCC 2021, climate change, global warming potential (GWP100)",GWP_100,kg CO2-eq,2060,7120598344
reference,m0,SSP2,remind-eu,SSP2-PkBudg1000,1.7-2.0,"IPCC 2021, climate change, global warming potential (GWP100)",GWP_100,kg CO2-eq,2026,24620373329
reference,m0,SSP2,remind-eu,SSP2-PkBudg1000,1.7-2.0,"IPCC 2021, climate change, global warming potential (GWP100)",GWP_100,kg CO2-eq,2027,22727636526
reference,m0,SSP2,remind-eu,SSP2-PkBudg1000,1.7-2.0,"IPCC 2021, climate change, global warming potential (GWP100)",GWP_100,kg CO2-eq,2028,20810717204
reference,m0,SSP2,remind-eu,SSP2-PkBudg1000,1.7-2.0,"IPCC 2021, climate change, global warming potential (GWP100)",GWP_100,kg CO2-eq,2029,18869615364
reference,m0,SSP2,remind-eu,SSP2-PkBudg1000,1.7-2.0,"IPCC 2021, climate change, global warming potential (GWP100)",GWP_100,kg CO2-eq,2030,16904331007
reference,m0,SSP2,remind-eu,SSP2-PkBudg1000,1.7-2.0,"IPCC 2021, climate change, global warming potential (GWP100)",GWP_100,kg CO2-eq,2031,16146989101
reference,m0,SSP2,remind-eu,SSP2-PkBudg1000,1.7-2.0,"IPCC 2021, climate change, global warming potential (GWP100)",GWP_100,kg CO2-eq,2032,15357971243
reference,m0,SSP2,remind-eu,SSP2-PkBudg1000,1.7-2.0,"IPCC 2021, climate change, global warming potential (GWP100)",GWP_100,kg CO2-eq,2033,14537277433
reference,m0,SSP2,remind-eu,SSP2-PkBudg1000,1.7-2.0,"IPCC 2021, climate change, global warming potential (GWP100)",GWP_100,kg CO2-eq,2034,13684907669
reference,m0,SSP2,remind-eu,SSP2-PkBudg1000,1.7-2.0,"IPCC 2021, climate change, global warming potential (GWP100)",GWP_100,kg CO2-eq,2035,12800861953
reference,m0,SSP2,remind-eu,SSP2-PkBudg1000,1.7-2.0,"IPCC 2021, climate change, global warming potential (GWP100)",GWP_100,kg CO2-eq,2036,11885140284
reference,m0,SSP2,remind-eu,SSP2-PkBudg1000,1.7-2.0,"IPCC 2021, climate change, global warming potential (GWP100)",GWP_100,kg CO2-eq,2037,10937742663
reference,m0,SSP2,remind-eu,SSP2-PkBudg1000,1.7-2.0,"IPCC 2021, climate change, global warming potential (GWP100)",GWP_100,kg CO2-eq,2038,9958669088
reference,m0,SSP2,remind-eu,SSP2-PkBudg1000,1.7-2.0,"IPCC 2021, climate change, global warming potential (GWP100)",GWP_100,kg CO2-eq,2039,8947919561
reference,m0,SSP2,remind-eu,SSP2-PkBudg1000,1.7-2.0,"IPCC 2021, climate change, global warming potential (GWP100)",GWP_100,kg CO2-eq,2040,7905494081
reference,m0,SSP2,remind-eu,SSP2-PkBudg1000,1.7-2.0,"IPCC 2021, climate change, global warming potential (GWP100)",GWP_100,kg CO2-eq,2041,8015353024
reference,m0,SSP2,remind-eu,SSP2-PkBudg1000,1.7-2.0,"IPCC 2021, climate change, global warming potential (GWP100)",GWP_100,kg CO2-eq,2042,8123861152
reference,m0,SSP2,remind-eu,SSP2-PkBudg1000,1.7-2.0,"IPCC 2021, climate change, global warming potential (GWP100)",GWP_100,kg CO2-eq,2043,8231018464
reference,m0,SSP2,remind-eu,SSP2-PkBudg1000,1.7-2.0,"IPCC 2021, climate change, global warming potential (GWP100)",GWP_100,kg CO2-eq,2044,8336824960
reference,m0,SSP2,remind-eu,SSP2-PkBudg1000,1.7-2.0,"IPCC 2021, climate change, global warming potential (GWP100)",GWP_100,kg CO2-eq,2045,8441280641
reference,m0,SSP2,remind-eu,SSP2-PkBudg1000,1.7-2.0,"IPCC 2021, climate change, global warming potential (GWP100)",GWP_100,kg CO2-eq,2046,8544385506
reference,m0,SSP2,remind-eu,SSP2-PkBudg1000,1.7-2.0,"IPCC 2021, climate change, global warming potential (GWP100)",GWP_100,kg CO2-eq,2047,8646139555
reference,m0,SSP2,remind-eu,SSP2-PkBudg1000,1.7-2.0,"IPCC 2021, climate change, global warming potential (GWP100)",GWP_100,kg CO2-eq,2048,8746542788
reference,m0,SSP2,remind-eu,SSP2-PkBudg1000,1.7-2.0,"IPCC 2021, climate change, global warming potential (GWP100)",GWP_100,kg CO2-eq,2049,8845595206
reference,m0,SSP2,remind-eu,SSP2-PkBudg1000,1.7-2.0,"IPCC 2021, climate change, global warming potential (GWP100)",GWP_100,kg CO2-eq,2050,8943296808
reference,m0,SSP2,remind-eu,SSP2-PkBudg1000,1.7-2.0,"IPCC 2021, climate change, global warming potential (GWP100)",GWP_100,kg CO2-eq,2051,8905545594
reference,m0,SSP2,remind-eu,SSP2-PkBudg1000,1.7-2.0,"IPCC 2021, climate change, global warming potential (GWP100)",GWP_100,kg CO2-eq,2052,8867742521
reference,m0,SSP2,remind-eu,SSP2-PkBudg1000,1.7-2.0,"IPCC 2021, climate change, global warming potential (GWP100)",GWP_100,kg CO2-eq,2053,8829887587
reference,m0,SSP2,remind-eu,SSP2-PkBudg1000,1.7-2.0,"IPCC 2021, climate change, global warming potential (GWP100)",GWP_100,kg CO2-eq,2054,8791980795
reference,m0,SSP2,remind-eu,SSP2-PkBudg1000,1.7-2.0,"IPCC 2021, climate change, global warming potential (GWP100)",GWP_100,kg CO2-eq,2055,8754022143
reference,m0,SSP2,remind-eu,SSP2-PkBudg1000,1.7-2.0,"IPCC 2021, climate change, global warming potential (GWP100)",GWP_100,kg CO2-eq,2056,8716011631
reference,m0,SSP2,remind-eu,SSP2-PkBudg1000,1.7-2.0,"IPCC 2021, climate change, global warming potential (GWP100)",GWP_100,kg CO2-eq,2057,8677949260
reference,m0,SSP2,remind-eu,SSP2-PkBudg1000,1.7-2.0,"IPCC 2021, climate change, global warming potential (GWP100)",GWP_100,kg CO2-eq,2058,8639835030
reference,m0,SSP2,remind-eu,SSP2-PkBudg1000,1.7-2.0,"IPCC 2021, climate change, global warming potential (GWP100)",GWP_100,kg CO2-eq,2059,8601668940
reference,m0,SSP2,remind-eu,SSP2-PkBudg1000,1.7-2.0,"IPCC 2021, climate change, global warming potential (GWP100)",GWP_100,kg CO2-eq,2060,8563450990
reference,n03,SSP2,remind-eu,SSP2-PkBudg1000,1.7-2.0,"IPCC 2021, climate change, global warming potential (GWP100)",GWP_100,kg CO2-eq,2026,23021628170
reference,n03,SSP2,remind-eu,SSP2-PkBudg1000,1.7-2.0,"IPCC 2021, climate change, global warming potential (GWP100)",GWP_100,kg CO2-eq,2027,20994629939
reference,n03,SSP2,remind-eu,SSP2-PkBudg1000,1.7-2.0,"IPCC 2021, climate change, global warming potential (GWP100)",GWP_100,kg CO2-eq,2028,18941810795
reference,n03,SSP2,remind-eu,SSP2-PkBudg1000,1.7-2.0,"IPCC 2021, climate change, global warming potential (GWP100)",GWP_100,kg CO2-eq,2029,16863170737
reference,n03,SSP2,remind-eu,SSP2-PkBudg1000,1.7-2.0,"IPCC 2021, climate change, global warming potential (GWP100)",GWP_100,kg CO2-eq,2030,14758709766
reference,n03,SSP2,remind-eu,SSP2-PkBudg1000,1.7-2.0,"IPCC 2021, climate change, global warming potential (GWP100)",GWP_100,kg CO2-eq,2031,13937763775
reference,n03,SSP2,remind-eu,SSP2-PkBudg1000,1.7-2.0,"IPCC 2021, climate change, global warming potential (GWP100)",GWP_100,kg CO2-eq,2032,13093229871
reference,n03,SSP2,remind-eu,SSP2-PkBudg1000,1.7-2.0,"IPCC 2021, climate change, global warming potential (GWP100)",GWP_100,kg CO2-eq,2033,12225108054
reference,n03,SSP2,remind-eu,SSP2-PkBudg1000,1.7-2.0,"IPCC 2021, climate change, global warming potential (GWP100)",GWP_100,kg CO2-eq,2034,11333398323
reference,n03,SSP2,remind-eu,SSP2-PkBudg1000,1.7-2.0,"IPCC 2021, climate change, global warming potential (GWP100)",GWP_100,kg CO2-eq,2035,10418100679
reference,n03,SSP2,remind-eu,SSP2-PkBudg1000,1.7-2.0,"IPCC 2021, climate change, global warming potential (GWP100)",GWP_100,kg CO2-eq,2036,9479215123
reference,n03,SSP2,remind-eu,SSP2-PkBudg1000,1.7-2.0,"IPCC 2021, climate change, global warming potential (GWP100)",GWP_100,kg CO2-eq,2037,8516741652
reference,n03,SSP2,remind-eu,SSP2-PkBudg1000,1.7-2.0,"IPCC 2021, climate change, global warming potential (GWP100)",GWP_100,kg CO2-eq,2038,7530680269
reference,n03,SSP2,remind-eu,SSP2-PkBudg1000,1.7-2.0,"IPCC 2021, climate change, global warming potential (GWP100)",GWP_100,kg CO2-eq,2039,6521030973
reference,n03,SSP2,remind-eu,SSP2-PkBudg1000,1.7-2.0,"IPCC 2021, climate change, global warming potential (GWP100)",GWP_100,kg CO2-eq,2040,5487793763
reference,n03,SSP2,remind-eu,SSP2-PkBudg1000,1.7-2.0,"IPCC 2021, climate change, global warming potential (GWP100)",GWP_100,kg CO2-eq,2041,5519467791
reference,n03,SSP2,remind-eu,SSP2-PkBudg1000,1.7-2.0,"IPCC 2021, climate change, global warming potential (GWP100)",GWP_100,kg CO2-eq,2042,5549952522
reference,n03,SSP2,remind-eu,SSP2-PkBudg1000,1.7-2.0,"IPCC 2021, climate change, global warming potential (GWP100)",GWP_100,kg CO2-eq,2043,5579247956
reference,n03,SSP2,remind-eu,SSP2-PkBudg1000,1.7-2.0,"IPCC 2021, climate change, global warming potential (GWP100)",GWP_100,kg CO2-eq,2044,5607354092
reference,n03,SSP2,remind-eu,SSP2-PkBudg1000,1.7-2.0,"IPCC 2021, climate change, global warming potential (GWP100)",GWP_100,kg CO2-eq,2045,5634270930
reference,n03,SSP2,remind-eu,SSP2-PkBudg1000,1.7-2.0,"IPCC 2021, climate change, global warming potential (GWP100)",GWP_100,kg CO2-eq,2046,5659998472
reference,n03,SSP2,remind-eu,SSP2-PkBudg1000,1.7-2.0,"IPCC 2021, climate change, global warming potential (GWP100)",GWP_100,kg CO2-eq,2047,5684536716
reference,n03,SSP2,remind-eu,SSP2-PkBudg1000,1.7-2.0,"IPCC 2021, climate change, global warming potential (GWP100)",GWP_100,kg CO2-eq,2048,5707885663
reference,n03,SSP2,remind-eu,SSP2-PkBudg1000,1.7-2.0,"IPCC 2021, climate change, global warming potential (GWP100)",GWP_100,kg CO2-eq,2049,5730045312
reference,n03,SSP2,remind-eu,SSP2-PkBudg1000,1.7-2.0,"IPCC 2021, climate change, global warming potential (GWP100)",GWP_100,kg CO2-eq,2050,5751015664
reference,n03,SSP2,remind-eu,SSP2-PkBudg1000,1.7-2.0,"IPCC 2021, climate change, global warming potential (GWP100)",GWP_100,kg CO2-eq,2051,5701843376
reference,n03,SSP2,remind-eu,SSP2-PkBudg1000,1.7-2.0,"IPCC 2021, climate change, global warming potential (GWP100)",GWP_100,kg CO2-eq,2052,5652671087
reference,n03,SSP2,remind-eu,SSP2-PkBudg1000,1.7-2.0,"IPCC 2021, climate change, global warming potential (GWP100)",GWP_100,kg CO2-eq,2053,5603498799
reference,n03,SSP2,remind-eu,SSP2-PkBudg1000,1.7-2.0,"IPCC 2021, climate change, global warming potential (GWP100)",GWP_100,kg CO2-eq,2054,5554326511
reference,n03,SSP2,remind-eu,SSP2-PkBudg1000,1.7-2.0,"IPCC 2021, climate change, global warming potential (GWP100)",GWP_100,kg CO2-eq,2055,5505154223
reference,n03,SSP2,remind-eu,SSP2-PkBudg1000,1.7-2.0,"IPCC 2021, climate change, global warming potential (GWP100)",GWP_100,kg CO2-eq,2056,5455981935
reference,n03,SSP2,remind-eu,SSP2-PkBudg1000,1.7-2.0,"IPCC 2021, climate change, global warming potential (GWP100)",GWP_100,kg CO2-eq,2057,5406809646
reference,n03,SSP2,remind-eu,SSP2-PkBudg1000,1.7-2.0,"IPCC 2021, climate change, global warming potential (GWP100)",GWP_100,kg CO2-eq,2058,5357637358
reference,n03,SSP2,remind-eu,SSP2-PkBudg1000,1.7-2.0,"IPCC 2021, climate change, global warming potential (GWP100)",GWP_100,kg CO2-eq,2059,5308465070
reference,n03,SSP2,remind-eu,SSP2-PkBudg1000,1.7-2.0,"IPCC 2021, climate change, global warming potential (GWP100)",GWP_100,kg CO2-eq,2060,5259292782
reference,m0,SSP2,remind-eu,SSP2-PkBudg650,1.5-1.7,"IPCC 2021, climate change, global warming potential (GWP100)",GWP_100,kg CO2-eq,2026,24600665339
reference,m0,SSP2,remind-eu,SSP2-PkBudg650,1.5-1.7,"IPCC 2021, climate change, global warming potential (GWP100)",GWP_100,kg CO2-eq,2027,22687985480
reference,m0,SSP2,remind-eu,SSP2-PkBudg650,1.5-1.7,"IPCC 2021, climate change, global warming potential (GWP100)",GWP_100,kg CO2-eq,2028,20750888037
reference,m0,SSP2,remind-eu,SSP2-PkBudg650,1.5-1.7,"IPCC 2021, climate change, global warming potential (GWP100)",GWP_100,kg CO2-eq,2029,18789373011
reference,m0,SSP2,remind-eu,SSP2-PkBudg650,1.5-1.7,"IPCC 2021, climate change, global warming potential (GWP100)",GWP_100,kg CO2-eq,2030,16803440401
reference,m0,SSP2,remind-eu,SSP2-PkBudg650,1.5-1.7,"IPCC 2021, climate change, global warming potential (GWP100)",GWP_100,kg CO2-eq,2031,15863820499
reference,m0,SSP2,remind-eu,SSP2-PkBudg650,1.5-1.7,"IPCC 2021, climate change, global warming potential (GWP100)",GWP_100,kg CO2-eq,2032,14886930475
reference,m0,SSP2,remind-eu,SSP2-PkBudg650,1.5-1.7,"IPCC 2021, climate change, global warming potential (GWP100)",GWP_100,kg CO2-eq,2033,13872770329
reference,m0,SSP2,remind-eu,SSP2-PkBudg650,1.5-1.7,"IPCC 2021, climate change, global warming potential (GWP100)",GWP_100,kg CO2-eq,2034,12821340060
reference,m0,SSP2,remind-eu,SSP2-PkBudg650,1.5-1.7,"IPCC 2021, climate change, global warming potential (GWP100)",GWP_100,kg CO2-eq,2035,11732639670
reference,m0,SSP2,remind-eu,SSP2-PkBudg650,1.5-1.7,"IPCC 2021, climate change, global warming potential (GWP100)",GWP_100,kg CO2-eq,2036,10606669158
reference,m0,SSP2,remind-eu,SSP2-PkBudg650,1.5-1.7,"IPCC 2021, climate change, global warming potential (GWP100)",GWP_100,kg CO2-eq,2037,9443428524
reference,m0,SSP2,remind-eu,SSP2-PkBudg650,1.5-1.7,"IPCC 2021, climate change, global warming potential (GWP100)",GWP_100,kg CO2-eq,2038,8242917768
reference,m0,SSP2,remind-eu,SSP2-PkBudg650,1.5-1.7,"IPCC 2021, climate change, global warming potential (GWP100)",GWP_100,kg CO2-eq,2039,7005136890
reference,m0,SSP2,remind-eu,SSP2-PkBudg650,1.5-1.7,"IPCC 2021, climate change, global warming potential (GWP100)",GWP_100,kg CO2-eq,2040,5730085890
reference,m0,SSP2,remind-eu,SSP2-PkBudg650,1.5-1.7,"IPCC 2021, climate change, global warming potential (GWP100)",GWP_100,kg CO2-eq,2041,5833847283
reference,m0,SSP2,remind-eu,SSP2-PkBudg650,1.5-1.7,"IPCC 2021, climate change, global warming potential (GWP100)",GWP_100,kg CO2-eq,2042,5937510007
reference,m0,SSP2,remind-eu,SSP2-PkBudg650,1.5-1.7,"IPCC 2021, climate change, global warming potential (GWP100)",GWP_100,kg CO2-eq,2043,6041074064
reference,m0,SSP2,remind-eu,SSP2-PkBudg650,1.5-1.7,"IPCC 2021, climate change, global warming potential (GWP100)",GWP_100,kg CO2-eq,2044,6144539452
reference,m0,SSP2,remind-eu,SSP2-PkBudg650,1.5-1.7,"IPCC 2021, climate change, global warming potential (GWP100)",GWP_100,kg CO2-eq,2045,6247906173
reference,m0,SSP2,remind-eu,SSP2-PkBudg650,1.5-1.7,"IPCC 2021, climate change, global warming potential (GWP100)",GWP_100,kg CO2-eq,2046,6351174225
reference,m0,SSP2,remind-eu,SSP2-PkBudg650,1.5-1.7,"IPCC 2021, climate change, global warming potential (GWP100)",GWP_100,kg CO2-eq,2047,6454343609
reference,m0,SSP2,remind-eu,SSP2-PkBudg650,1.5-1.7,"IPCC 2021, climate change, global warming potential (GWP100)",GWP_100,kg CO2-eq,2048,6557414324
reference,m0,SSP2,remind-eu,SSP2-PkBudg650,1.5-1.7,"IPCC 2021, climate change, global warming potential (GWP100)",GWP_100,kg CO2-eq,2049,6660386372
reference,m0,SSP2,remind-eu,SSP2-PkBudg650,1.5-1.7,"IPCC 2021, climate change, global warming potential (GWP100)",GWP_100,kg CO2-eq,2050,6763259751
reference,m0,SSP2,remind-eu,SSP2-PkBudg650,1.5-1.7,"IPCC 2021, climate change, global warming potential (GWP100)",GWP_100,kg CO2-eq,2051,6764177730
reference,m0,SSP2,remind-eu,SSP2-PkBudg650,1.5-1.7,"IPCC 2021, climate change, global warming potential (GWP100)",GWP_100,kg CO2-eq,2052,6765091922
reference,m0,SSP2,remind-eu,SSP2-PkBudg650,1.5-1.7,"IPCC 2021, climate change, global warming potential (GWP100)",GWP_100,kg CO2-eq,2053,6766002325
reference,m0,SSP2,remind-eu,SSP2-PkBudg650,1.5-1.7,"IPCC 2021, climate change, global warming potential (GWP100)",GWP_100,kg CO2-eq,2054,6766908941
reference,m0,SSP2,remind-eu,SSP2-PkBudg650,1.5-1.7,"IPCC 2021, climate change, global warming potential (GWP100)",GWP_100,kg CO2-eq,2055,6767811768
reference,m0,SSP2,remind-eu,SSP2-PkBudg650,1.5-1.7,"IPCC 2021, climate change, global warming potential (GWP100)",GWP_100,kg CO2-eq,2056,6768710807
reference,m0,SSP2,remind-eu,SSP2-PkBudg650,1.5-1.7,"IPCC 2021, climate change, global warming potential (GWP100)",GWP_100,kg CO2-eq,2057,6769606059
reference,m0,SSP2,remind-eu,SSP2-PkBudg650,1.5-1.7,"IPCC 2021, climate change, global warming potential (GWP100)",GWP_100,kg CO2-eq,2058,6770497522
reference,m0,SSP2,remind-eu,SSP2-PkBudg650,1.5-1.7,"IPCC 2021, climate change, global warming potential (GWP100)",GWP_100,kg CO2-eq,2059,6771385198
reference,m0,SSP2,remind-eu,SSP2-PkBudg650,1.5-1.7,"IPCC 2021, climate change, global warming potential (GWP100)",GWP_100,kg CO2-eq,2060,6772269085
reference,n03,SSP2,remind-eu,SSP2-PkBudg650,1.5-1.7,"IPCC 2021, climate change, global warming potential (GWP100)",GWP_100,kg CO2-eq,2026,22997465297
reference,n03,SSP2,remind-eu,SSP2-PkBudg650,1.5-1.7,"IPCC 2021, climate change, global warming potential (GWP100)",GWP_100,kg CO2-eq,2027,20946014299
reference,n03,SSP2,remind-eu,SSP2-PkBudg650,1.5-1.7,"IPCC 2021, climate change, global warming potential (GWP100)",GWP_100,kg CO2-eq,2028,18868452493
reference,n03,SSP2,remind-eu,SSP2-PkBudg650,1.5-1.7,"IPCC 2021, climate change, global warming potential (GWP100)",GWP_100,kg CO2-eq,2029,16764779880
reference,n03,SSP2,remind-eu,SSP2-PkBudg650,1.5-1.7,"IPCC 2021, climate change, global warming potential (GWP100)",GWP_100,kg CO2-eq,2030,14634996458
reference,n03,SSP2,remind-eu,SSP2-PkBudg650,1.5-1.7,"IPCC 2021, climate change, global warming potential (GWP100)",GWP_100,kg CO2-eq,2031,13706942449
reference,n03,SSP2,remind-eu,SSP2-PkBudg650,1.5-1.7,"IPCC 2021, climate change, global warming potential (GWP100)",GWP_100,kg CO2-eq,2032,12752802814
reference,n03,SSP2,remind-eu,SSP2-PkBudg650,1.5-1.7,"IPCC 2021, climate change, global warming potential (GWP100)",GWP_100,kg CO2-eq,2033,11772577553
reference,n03,SSP2,remind-eu,SSP2-PkBudg650,1.5-1.7,"IPCC 2021, climate change, global warming potential (GWP100)",GWP_100,kg CO2-eq,2034,10766266666
reference,n03,SSP2,remind-eu,SSP2-PkBudg650,1.5-1.7,"IPCC 2021, climate change, global warming potential (GWP100)",GWP_100,kg CO2-eq,2035,9733870152
reference,n03,SSP2,remind-eu,SSP2-PkBudg650,1.5-1.7,"IPCC 2021, climate change, global warming potential (GWP100)",GWP_100,kg CO2-eq,2036,8675388012
reference,n03,SSP2,remind-eu,SSP2-PkBudg650,1.5-1.7,"IPCC 2021, climate change, global warming potential (GWP100)",GWP_100,kg CO2-eq,2037,7590820246
reference,n03,SSP2,remind-eu,SSP2-PkBudg650,1.5-1.7,"IPCC 2021, climate change, global warming potential (GWP100)",GWP_100,kg CO2-eq,2038,6480166854
